transcript	stratum	expression
TRINITY_DN33917_c0_g1	ANG	-
TRINITY_DN3391_c0_g1	SPE	-
TRINITY_DN33925_c0_g1	species-specific	-
TRINITY_DN3392_c2_g1	SPE	-
TRINITY_DN33931_c0_g1	species-specific	-
TRINITY_DN3393_c0_g2	ANG	-
TRINITY_DN33944_c0_g1	species-specific	-
TRINITY_DN33948_c0_g1	ANG	-
TRINITY_DN33952_c0_g1	ANG	-
TRINITY_DN33954_c0_g1	species-specific	-
TRINITY_DN33958_c0_g1	ROS	-
TRINITY_DN3395_c3_g1	species-specific	-
TRINITY_DN33967_c0_g1	ANG	-
TRINITY_DN3396_c0_g1	ANG	-
TRINITY_DN3397_c0_g1	ANG	-
TRINITY_DN33981_c0_g1	ANG	-
TRINITY_DN33984_c0_g1	ROS	-
TRINITY_DN33990_c0_g1	species-specific	-
TRINITY_DN33991_c0_g1	PAP	-
TRINITY_DN33999_c0_g1	species-specific	-
TRINITY_DN3399_c0_g1	PAP	-
TRINITY_DN339_c0_g1	species-specific	-
TRINITY_DN33_c0_g1	PAP	-
TRINITY_DN34000_c1_g1	SPE	-
TRINITY_DN34009_c0_g1	ANG	-
TRINITY_DN34011_c0_g1	ANG	-
TRINITY_DN34017_c0_g1	species-specific	-
TRINITY_DN3401_c0_g1	species-specific	-
TRINITY_DN3401_c10_g1	ANG	-
TRINITY_DN3401_c1_g1	species-specific	-
TRINITY_DN34024_c0_g1	species-specific	-
TRINITY_DN34028_c0_g1	EUD	-
TRINITY_DN3402_c0_g1	ANG	-
TRINITY_DN3402_c0_g2	SPE	-
TRINITY_DN3402_c1_g1	SPE	-
TRINITY_DN34035_c0_g1	PAP	-
TRINITY_DN34039_c1_g2	species-specific	-
TRINITY_DN3403_c0_g1	PAP	-
TRINITY_DN34046_c0_g1	ANG	-
TRINITY_DN3404_c0_g1	ANG	-
TRINITY_DN3405_c0_g1	ANG	-
TRINITY_DN34062_c1_g1	ANG	-
TRINITY_DN34064_c0_g1	EUD	-
TRINITY_DN34064_c0_g2	EUD	-
TRINITY_DN34068_c0_g1	PAP	-
TRINITY_DN3406_c0_g1	ANG	DN
TRINITY_DN34078_c0_g1	ANG	-
TRINITY_DN3407_c0_g1	species-specific	-
TRINITY_DN3407_c2_g1	ANG	-
TRINITY_DN3407_c4_g1	species-specific	-
TRINITY_DN34081_c0_g1	species-specific	-
TRINITY_DN34084_c0_g1	ROS	-
TRINITY_DN3408_c0_g1	ANG	-
TRINITY_DN34090_c0_g2	species-specific	-
TRINITY_DN34093_c0_g1	PAP	-
TRINITY_DN34097_c0_g1	species-specific	-
TRINITY_DN3409_c0_g1	species-specific	-
TRINITY_DN3409_c0_g2	ANG	-
TRINITY_DN3409_c3_g1	ANG	DN
TRINITY_DN340_c0_g1	species-specific	-
TRINITY_DN34100_c0_g1	species-specific	-
TRINITY_DN34105_c0_g1	ANG	-
TRINITY_DN3410_c4_g1	species-specific	-
TRINITY_DN3410_c4_g2	species-specific	-
TRINITY_DN34110_c0_g1	ANG	-
TRINITY_DN34112_c1_g1	species-specific	-
TRINITY_DN34122_c0_g1	ANG	-
TRINITY_DN34132_c0_g1	ANG	-
TRINITY_DN34133_c0_g1	PAP	-
TRINITY_DN34137_c0_g1	PAP	-
TRINITY_DN34138_c0_g1	species-specific	-
TRINITY_DN34140_c0_g1	ANG	-
TRINITY_DN34140_c0_g2	ANG	-
TRINITY_DN34143_c0_g1	ANG	-
TRINITY_DN34144_c0_g1	ANG	-
TRINITY_DN34151_c0_g1	SPE	-
TRINITY_DN34157_c0_g1	species-specific	-
TRINITY_DN34159_c0_g1	ANG	-
TRINITY_DN3415_c0_g1	ANG	-
TRINITY_DN34162_c0_g1	ANG	-
TRINITY_DN34167_c0_g3	PAP	-
TRINITY_DN34169_c0_g1	EUD	-
TRINITY_DN3416_c0_g1	SPE	-
TRINITY_DN34171_c0_g1	ANG	-
TRINITY_DN34171_c0_g2	ANG	-
TRINITY_DN34175_c1_g2	species-specific	-
TRINITY_DN34181_c0_g1	species-specific	-
TRINITY_DN34196_c0_g1	ANG	-
TRINITY_DN34197_c0_g1	ANG	-
TRINITY_DN341_c0_g1	PAP	-
TRINITY_DN34202_c0_g1	PAP	DN
TRINITY_DN34205_c0_g3	species-specific	-
TRINITY_DN3420_c0_g1	SPE	-
TRINITY_DN3420_c0_g2	SPE	-
TRINITY_DN34213_c0_g1	ANG	-
TRINITY_DN34215_c0_g2	ANG	-
TRINITY_DN3421_c0_g1	ANG	-
TRINITY_DN34224_c0_g1	ANG	-
TRINITY_DN34226_c0_g1	ANG	-
TRINITY_DN3422_c0_g1	ANG	-
TRINITY_DN34230_c1_g1	SPE	-
TRINITY_DN34232_c0_g1	species-specific	-
TRINITY_DN34233_c0_g1	ROS	-
TRINITY_DN34237_c0_g1	ANG	-
TRINITY_DN34240_c0_g1	ANG	-
TRINITY_DN34243_c0_g2	SPE	-
TRINITY_DN34247_c0_g1	species-specific	-
TRINITY_DN34249_c0_g1	ANG	-
TRINITY_DN3424_c0_g1	ANG	-
TRINITY_DN34251_c0_g1	species-specific	-
TRINITY_DN34251_c0_g3	species-specific	-
TRINITY_DN34252_c1_g1	ANG	-
TRINITY_DN34253_c0_g1	EUD	-
TRINITY_DN34254_c0_g2	SPE	-
TRINITY_DN3425_c0_g1	ANG	-
TRINITY_DN34268_c0_g1	species-specific	-
TRINITY_DN34268_c0_g3	species-specific	-
TRINITY_DN3426_c0_g1	ANG	-
TRINITY_DN3427_c0_g1	ANG	-
TRINITY_DN34285_c0_g1	species-specific	-
TRINITY_DN34289_c0_g1	species-specific	-
TRINITY_DN3428_c0_g2	ANG	-
TRINITY_DN3428_c0_g3	SPE	-
TRINITY_DN34296_c0_g1	ANG	-
TRINITY_DN34298_c0_g1	ANG	-
TRINITY_DN3429_c1_g1	species-specific	-
TRINITY_DN342_c0_g1	PAP	DN
TRINITY_DN34303_c0_g1	ANG	-
TRINITY_DN34304_c0_g1	ANG	-
TRINITY_DN34307_c0_g1	ANG	-
TRINITY_DN34309_c0_g1	species-specific	-
TRINITY_DN3430_c0_g1	PAP	-
TRINITY_DN34312_c0_g1	ANG	-
TRINITY_DN34315_c0_g1	SPE	-
TRINITY_DN34319_c0_g2	ANG	-
TRINITY_DN3431_c0_g1	SPE	-
TRINITY_DN3431_c0_g2	PAP	-
TRINITY_DN3431_c0_g3	ANG	-
TRINITY_DN34322_c0_g1	ANG	-
TRINITY_DN34324_c0_g1	ANG	-
TRINITY_DN34324_c0_g2	ANG	-
TRINITY_DN34324_c0_g3	ANG	-
TRINITY_DN34324_c1_g1	ANG	-
TRINITY_DN34336_c0_g3	SPE	-
TRINITY_DN3433_c1_g1	species-specific	-
TRINITY_DN34346_c1_g1	species-specific	-
TRINITY_DN34348_c0_g1	ANG	UP
TRINITY_DN34361_c0_g2	species-specific	-
TRINITY_DN34363_c0_g1	species-specific	-
TRINITY_DN34364_c0_g1	PAP	-
TRINITY_DN34364_c0_g2	PAP	-
TRINITY_DN34365_c0_g2	species-specific	-
TRINITY_DN3436_c0_g1	ANG	-
TRINITY_DN34370_c0_g1	ANG	-
TRINITY_DN34385_c0_g1	SPE	-
TRINITY_DN34387_c0_g1	species-specific	-
TRINITY_DN3438_c0_g2	SPE	-
TRINITY_DN34393_c0_g1	SPE	-
TRINITY_DN3439_c0_g1	ANG	-
TRINITY_DN343_c0_g1	ANG	-
TRINITY_DN34406_c0_g1	ANG	-
TRINITY_DN3440_c0_g1	species-specific	-
TRINITY_DN34417_c0_g1	species-specific	-
TRINITY_DN34418_c0_g1	ANG	-
TRINITY_DN34419_c0_g1	EUD	-
TRINITY_DN3441_c0_g1	ANG	-
TRINITY_DN34420_c0_g1	ANG	-
TRINITY_DN34429_c0_g1	ANG	-
TRINITY_DN3442_c0_g1	ANG	-
TRINITY_DN34430_c0_g1	PAP	-
TRINITY_DN34431_c0_g1	PAP	-
TRINITY_DN34435_c0_g1	ANG	-
TRINITY_DN3443_c0_g1	ANG	-
TRINITY_DN34440_c0_g1	EUD	-
TRINITY_DN3444_c0_g1	ANG	-
TRINITY_DN34452_c0_g1	ANG	-
TRINITY_DN3445_c0_g1	SPE	-
TRINITY_DN3445_c1_g1	ANG	-
TRINITY_DN34462_c0_g1	PAP	-
TRINITY_DN34469_c0_g1	ANG	-
TRINITY_DN3446_c0_g1	ANG	-
TRINITY_DN34473_c0_g1	ANG	-
TRINITY_DN34475_c0_g2	species-specific	-
TRINITY_DN34477_c0_g1	ANG	-
TRINITY_DN3447_c0_g1	PAP	-
TRINITY_DN34485_c1_g1	species-specific	-
TRINITY_DN34488_c0_g1	PAP	-
TRINITY_DN3448_c0_g1	ANG	-
TRINITY_DN34497_c0_g1	SPE	-
TRINITY_DN34498_c0_g1	PAP	-
TRINITY_DN344_c0_g1	SPE	-
TRINITY_DN344_c0_g2	SPE	-
TRINITY_DN344_c0_g3	SPE	-
TRINITY_DN344_c0_g4	SPE	-
TRINITY_DN34504_c0_g2	SPE	-
TRINITY_DN34506_c0_g1	PAP	-
TRINITY_DN34506_c0_g4	species-specific	-
TRINITY_DN34508_c0_g1	ANG	-
TRINITY_DN3450_c7_g1	PAP	-
TRINITY_DN34518_c0_g1	species-specific	-
TRINITY_DN34519_c0_g1	species-specific	-
TRINITY_DN34519_c1_g1	species-specific	-
TRINITY_DN3451_c0_g1	ANG	-
TRINITY_DN34520_c0_g1	species-specific	-
TRINITY_DN34527_c0_g1	species-specific	-
TRINITY_DN34530_c0_g1	species-specific	-
TRINITY_DN34531_c0_g1	ANG	-
TRINITY_DN34532_c0_g3	PAP	-
TRINITY_DN34534_c0_g2	species-specific	-
TRINITY_DN34535_c0_g1	species-specific	-
TRINITY_DN3453_c0_g1	ANG	-
TRINITY_DN34544_c0_g1	ANG	-
TRINITY_DN3454_c0_g1	ANG	UP
TRINITY_DN3454_c0_g2	ANG	-
TRINITY_DN34553_c0_g1	ANG	-
TRINITY_DN34555_c0_g1	EUD	-
TRINITY_DN34556_c0_g1	EUD	-
TRINITY_DN34559_c0_g1	species-specific	-
TRINITY_DN3455_c0_g1	ANG	-
TRINITY_DN34560_c1_g1	ANG	-
TRINITY_DN34561_c0_g1	ROS	-
TRINITY_DN34564_c0_g1	ANG	-
TRINITY_DN34565_c0_g1	species-specific	-
TRINITY_DN34566_c0_g1	ANG	-
TRINITY_DN3456_c0_g1	species-specific	-
TRINITY_DN34575_c0_g1	species-specific	-
TRINITY_DN34576_c0_g1	species-specific	-
TRINITY_DN34578_c1_g1	species-specific	-
TRINITY_DN34579_c0_g1	ANG	-
TRINITY_DN3457_c0_g1	ANG	-
TRINITY_DN34586_c0_g1	ANG	-
TRINITY_DN3458_c0_g1	ANG	-
TRINITY_DN34591_c0_g1	ANG	-
TRINITY_DN34596_c1_g1	species-specific	-
TRINITY_DN34598_c0_g1	species-specific	-
TRINITY_DN345_c0_g1	ANG	UP
TRINITY_DN34604_c0_g1	ANG	-
TRINITY_DN34607_c0_g1	SPE	-
TRINITY_DN34609_c1_g1	ANG	-
TRINITY_DN3460_c0_g1	ANG	-
TRINITY_DN34611_c0_g1	species-specific	-
TRINITY_DN34611_c0_g4	species-specific	-
TRINITY_DN34612_c0_g1	ANG	-
TRINITY_DN3461_c0_g1	ANG	-
TRINITY_DN34620_c0_g1	species-specific	-
TRINITY_DN34623_c0_g1	ANG	-
TRINITY_DN34624_c0_g1	SPE	-
TRINITY_DN34625_c0_g1	species-specific	-
TRINITY_DN34628_c0_g1	SPE	-
TRINITY_DN34632_c0_g1	ANG	-
TRINITY_DN3463_c0_g1	ANG	-
TRINITY_DN34642_c0_g1	species-specific	-
TRINITY_DN34642_c0_g2	species-specific	-
TRINITY_DN34645_c1_g1	species-specific	-
TRINITY_DN34646_c0_g1	PAP	-
TRINITY_DN3464_c0_g1	ANG	-
TRINITY_DN3464_c0_g2	SPE	-
TRINITY_DN3464_c0_g3	SPE	-
TRINITY_DN3464_c1_g1	species-specific	-
TRINITY_DN34656_c0_g1	ROS	-
TRINITY_DN34656_c0_g3	ROS	-
TRINITY_DN3465_c0_g1	ANG	-
TRINITY_DN34667_c0_g1	species-specific	-
TRINITY_DN34667_c0_g2	species-specific	-
TRINITY_DN3466_c0_g1	PAP	DN
TRINITY_DN34672_c0_g1	ANG	-
TRINITY_DN34673_c0_g2	species-specific	-
TRINITY_DN34674_c0_g1	species-specific	-
TRINITY_DN34677_c0_g1	species-specific	-
TRINITY_DN34677_c1_g1	species-specific	-
TRINITY_DN3467_c0_g1	ANG	-
TRINITY_DN34681_c0_g1	species-specific	-
TRINITY_DN34682_c0_g1	ANG	-
TRINITY_DN34687_c0_g1	ANG	-
TRINITY_DN34687_c0_g2	ANG	-
TRINITY_DN34687_c0_g3	ANG	-
TRINITY_DN3468_c0_g1	ANG	-
TRINITY_DN34696_c0_g1	ANG	-
TRINITY_DN3469_c1_g1	species-specific	-
TRINITY_DN346_c1_g1	ANG	-
TRINITY_DN34700_c0_g1	ANG	-
TRINITY_DN34703_c0_g1	ANG	-
TRINITY_DN34709_c0_g1	species-specific	-
TRINITY_DN3470_c0_g2	species-specific	-
TRINITY_DN3470_c0_g3	ANG	-
TRINITY_DN34715_c0_g1	ANG	-
TRINITY_DN34719_c0_g1	species-specific	-
TRINITY_DN3471_c0_g1	SPE	-
TRINITY_DN3471_c0_g2	SPE	-
TRINITY_DN3471_c1_g1	ANG	-
TRINITY_DN34724_c0_g1	ANG	-
TRINITY_DN3472_c0_g1	PAP	-
TRINITY_DN34736_c0_g1	species-specific	-
TRINITY_DN34736_c0_g2	species-specific	-
TRINITY_DN34736_c1_g1	species-specific	-
TRINITY_DN3473_c0_g1	species-specific	-
TRINITY_DN34746_c0_g1	species-specific	-
TRINITY_DN3474_c0_g1	ANG	-
TRINITY_DN34759_c0_g2	PAP	-
TRINITY_DN3476_c0_g1	ROS	-
TRINITY_DN34770_c0_g1	ANG	-
TRINITY_DN34784_c0_g1	ANG	-
TRINITY_DN34786_c0_g2	species-specific	-
TRINITY_DN34787_c0_g1	species-specific	-
TRINITY_DN3478_c0_g1	ANG	-
TRINITY_DN34791_c0_g1	SPE	-
TRINITY_DN34791_c1_g1	SPE	-
TRINITY_DN34796_c0_g1	species-specific	-
TRINITY_DN34796_c0_g2	species-specific	-
TRINITY_DN3479_c0_g1	ANG	-
TRINITY_DN347_c0_g1	SPE	-
TRINITY_DN34800_c0_g2	species-specific	-
TRINITY_DN3480_c0_g1	species-specific	-
TRINITY_DN34810_c0_g1	ANG	-
TRINITY_DN34814_c0_g1	ANG	-
TRINITY_DN34815_c0_g2	SPE	-
TRINITY_DN34819_c0_g1	species-specific	-
TRINITY_DN34819_c0_g2	species-specific	-
TRINITY_DN3481_c0_g1	ANG	-
TRINITY_DN34822_c0_g1	species-specific	-
TRINITY_DN34827_c0_g1	species-specific	-
TRINITY_DN3482_c0_g1	ANG	-
TRINITY_DN34831_c0_g1	species-specific	-
TRINITY_DN34832_c0_g1	PAP	-
TRINITY_DN34832_c0_g2	PAP	-
TRINITY_DN34839_c0_g1	ANG	-
TRINITY_DN3483_c0_g1	ANG	-
TRINITY_DN34848_c0_g1	species-specific	-
TRINITY_DN3484_c0_g1	SPE	-
TRINITY_DN3484_c0_g2	SPE	-
TRINITY_DN34857_c0_g1	ANG	-
TRINITY_DN34858_c0_g3	species-specific	-
TRINITY_DN34858_c0_g4	species-specific	-
TRINITY_DN34863_c0_g1	SPE	-
TRINITY_DN34863_c1_g1	SPE	-
TRINITY_DN3486_c0_g1	species-specific	-
TRINITY_DN3486_c2_g1	species-specific	-
TRINITY_DN3486_c3_g1	species-specific	-
TRINITY_DN34875_c0_g1	species-specific	-
TRINITY_DN34875_c0_g3	species-specific	-
TRINITY_DN3487_c0_g1	ANG	-
TRINITY_DN3487_c1_g1	ANG	-
TRINITY_DN34881_c1_g1	species-specific	-
TRINITY_DN34884_c0_g1	species-specific	-
TRINITY_DN34885_c0_g1	ANG	-
TRINITY_DN34888_c0_g1	PAP	-
TRINITY_DN3488_c0_g1	SPE	-
TRINITY_DN34898_c1_g1	species-specific	-
TRINITY_DN348_c1_g1	ANG	-
TRINITY_DN34903_c0_g1	species-specific	-
TRINITY_DN34906_c0_g1	species-specific	-
TRINITY_DN3490_c0_g1	ANG	-
TRINITY_DN34913_c0_g2	SPE	-
TRINITY_DN34915_c0_g3	species-specific	-
TRINITY_DN3492_c0_g1	ANG	-
TRINITY_DN3492_c1_g1	ANG	-
TRINITY_DN34930_c0_g1	ANG	-
TRINITY_DN34933_c0_g1	EUD	-
TRINITY_DN34938_c0_g1	species-specific	-
TRINITY_DN34947_c0_g2	species-specific	-
TRINITY_DN34949_c0_g1	ROS	-
TRINITY_DN3494_c0_g1	ANG	-
TRINITY_DN34958_c0_g1	species-specific	-
TRINITY_DN34958_c1_g1	PAP	-
TRINITY_DN3495_c0_g1	PAP	-
TRINITY_DN34966_c0_g1	SPE	-
TRINITY_DN3496_c0_g1	species-specific	-
TRINITY_DN34974_c0_g1	ANG	-
TRINITY_DN34974_c0_g2	ANG	-
TRINITY_DN34975_c0_g1	PAP	-
TRINITY_DN34976_c0_g1	PAP	-
TRINITY_DN34979_c0_g1	PAP	-
TRINITY_DN3497_c0_g1	SPE	-
TRINITY_DN34985_c0_g1	PAP	-
TRINITY_DN34986_c0_g1	ANG	-
TRINITY_DN3499_c2_g1	ANG	-
TRINITY_DN349_c0_g1	SPE	-
TRINITY_DN349_c1_g1	ANG	-
TRINITY_DN35002_c0_g1	ANG	-
TRINITY_DN35005_c0_g1	PAP	-
TRINITY_DN3500_c0_g1	ANG	-
TRINITY_DN3500_c0_g2	ANG	-
TRINITY_DN3500_c1_g1	ANG	-
TRINITY_DN35011_c0_g1	species-specific	-
TRINITY_DN3501_c0_g1	PAP	-
TRINITY_DN35020_c0_g1	SPE	-
TRINITY_DN35029_c0_g1	PAP	-
TRINITY_DN35036_c0_g2	species-specific	-
TRINITY_DN35037_c0_g1	species-specific	-
TRINITY_DN35038_c0_g1	SPE	-
TRINITY_DN35039_c0_g1	species-specific	-
TRINITY_DN3503_c0_g1	SPE	-
TRINITY_DN35043_c0_g1	ROS	-
TRINITY_DN3504_c0_g1	ANG	-
TRINITY_DN3504_c0_g2	ANG	-
TRINITY_DN3505_c0_g1	ANG	-
TRINITY_DN35061_c0_g1	ANG	-
TRINITY_DN35066_c0_g1	ANG	-
TRINITY_DN35069_c0_g1	species-specific	-
TRINITY_DN3506_c1_g1	species-specific	-
TRINITY_DN35070_c0_g1	PAP	-
TRINITY_DN3507_c0_g1	EUD	-
TRINITY_DN35089_c0_g1	ANG	-
TRINITY_DN35089_c1_g1	species-specific	-
TRINITY_DN35091_c0_g1	PAP	-
TRINITY_DN35096_c0_g1	species-specific	-
TRINITY_DN35096_c0_g3	species-specific	-
TRINITY_DN3509_c0_g1	ANG	-
TRINITY_DN350_c2_g1	ANG	-
TRINITY_DN35108_c0_g2	ANG	-
TRINITY_DN3510_c0_g1	species-specific	-
TRINITY_DN35110_c0_g1	EUD	-
TRINITY_DN35113_c0_g1	ANG	-
TRINITY_DN35118_c0_g1	ANG	-
TRINITY_DN3511_c0_g2	ANG	-
TRINITY_DN35120_c0_g1	species-specific	-
TRINITY_DN35120_c0_g2	species-specific	-
TRINITY_DN35123_c0_g1	ANG	-
TRINITY_DN35126_c0_g1	species-specific	-
TRINITY_DN35128_c0_g1	species-specific	-
TRINITY_DN3512_c0_g1	ANG	-
TRINITY_DN35130_c0_g1	PAP	-
TRINITY_DN35131_c2_g1	EUD	-
TRINITY_DN35134_c0_g1	PAP	-
TRINITY_DN35137_c0_g1	SPE	-
TRINITY_DN3513_c0_g1	PAP	-
TRINITY_DN35142_c0_g1	ANG	-
TRINITY_DN35142_c0_g2	ANG	-
TRINITY_DN35145_c0_g1	ANG	-
TRINITY_DN3514_c0_g1	ANG	-
TRINITY_DN35150_c0_g1	ANG	-
TRINITY_DN35159_c0_g3	species-specific	-
TRINITY_DN3515_c0_g2	ANG	-
TRINITY_DN35162_c0_g1	species-specific	-
TRINITY_DN35163_c0_g1	ANG	-
TRINITY_DN35165_c0_g1	species-specific	-
TRINITY_DN35167_c0_g1	ANG	-
TRINITY_DN35167_c0_g2	SPE	-
TRINITY_DN35169_c0_g1	species-specific	-
TRINITY_DN35169_c1_g1	species-specific	-
TRINITY_DN35169_c1_g2	species-specific	-
TRINITY_DN35169_c1_g3	species-specific	-
TRINITY_DN35169_c2_g1	species-specific	-
TRINITY_DN3516_c0_g1	ANG	-
TRINITY_DN35170_c0_g1	ANG	-
TRINITY_DN35173_c0_g1	ANG	-
TRINITY_DN35175_c0_g1	ANG	-
TRINITY_DN35176_c0_g1	ANG	-
TRINITY_DN3517_c0_g1	ANG	-
TRINITY_DN35187_c0_g1	ANG	-
TRINITY_DN35188_c0_g2	species-specific	-
TRINITY_DN3518_c0_g1	ANG	-
TRINITY_DN3518_c2_g1	ANG	-
TRINITY_DN3518_c5_g1	SPE	-
TRINITY_DN3519_c0_g1	ANG	-
TRINITY_DN351_c0_g1	species-specific	-
TRINITY_DN35200_c0_g1	PAP	-
TRINITY_DN35200_c0_g2	species-specific	-
TRINITY_DN35202_c0_g2	species-specific	-
TRINITY_DN35204_c0_g1	species-specific	-
TRINITY_DN35204_c0_g2	species-specific	-
TRINITY_DN35205_c0_g1	PAP	-
TRINITY_DN3520_c0_g1	ANG	-
TRINITY_DN35212_c0_g1	ANG	-
TRINITY_DN35215_c0_g1	ANG	-
TRINITY_DN35218_c0_g1	ANG	-
TRINITY_DN35218_c0_g2	ANG	-
TRINITY_DN3521_c0_g1	ANG	-
TRINITY_DN3521_c0_g2	ANG	-
TRINITY_DN3521_c1_g1	ANG	-
TRINITY_DN35222_c0_g1	SPE	-
TRINITY_DN35225_c0_g2	species-specific	-
TRINITY_DN35226_c2_g1	species-specific	-
TRINITY_DN3522_c0_g1	PAP	-
TRINITY_DN3522_c0_g2	PAP	DN
TRINITY_DN3522_c1_g1	ANG	-
TRINITY_DN35231_c0_g1	SPE	-
TRINITY_DN35239_c0_g2	species-specific	-
TRINITY_DN3523_c0_g1	SPE	-
TRINITY_DN35243_c0_g1	species-specific	-
TRINITY_DN35245_c0_g1	species-specific	-
TRINITY_DN35248_c0_g1	ROS	-
TRINITY_DN35248_c0_g2	ROS	-
TRINITY_DN35249_c0_g1	species-specific	-
TRINITY_DN3524_c3_g1	ANG	-
TRINITY_DN35253_c0_g1	species-specific	-
TRINITY_DN35253_c1_g1	PAP	-
TRINITY_DN3525_c0_g1	species-specific	-
TRINITY_DN35260_c0_g1	species-specific	-
TRINITY_DN35262_c0_g1	EUD	-
TRINITY_DN35267_c0_g1	species-specific	-
TRINITY_DN35269_c0_g1	SPE	-
TRINITY_DN35269_c0_g2	SPE	-
TRINITY_DN3526_c0_g1	SPE	-
TRINITY_DN3526_c2_g2	SPE	-
TRINITY_DN35272_c0_g1	ANG	-
TRINITY_DN3527_c0_g1	ANG	-
TRINITY_DN35289_c0_g1	ANG	-
TRINITY_DN3528_c0_g1	ANG	-
TRINITY_DN3529_c0_g1	SPE	-
TRINITY_DN3529_c0_g2	SPE	-
TRINITY_DN3529_c1_g1	ANG	-
TRINITY_DN3529_c1_g2	ANG	-
TRINITY_DN352_c0_g1	ANG	DN
TRINITY_DN35300_c0_g1	SPE	-
TRINITY_DN3530_c0_g1	ANG	-
TRINITY_DN35316_c0_g1	PAP	-
TRINITY_DN35329_c0_g1	ANG	-
TRINITY_DN3532_c0_g1	SPE	-
TRINITY_DN35331_c0_g1	PAP	-
TRINITY_DN35335_c0_g1	SPE	-
TRINITY_DN35337_c0_g1	species-specific	-
TRINITY_DN3533_c0_g1	ANG	-
TRINITY_DN35346_c1_g1	species-specific	-
TRINITY_DN3534_c0_g1	ANG	-
TRINITY_DN35354_c1_g1	species-specific	-
TRINITY_DN35356_c0_g1	ANG	-
TRINITY_DN35357_c0_g1	ANG	-
TRINITY_DN35360_c0_g1	species-specific	-
TRINITY_DN35369_c0_g1	SPE	-
TRINITY_DN3536_c0_g1	PAP	-
TRINITY_DN35371_c0_g1	ANG	-
TRINITY_DN35389_c0_g1	ANG	-
TRINITY_DN3539_c0_g1	ANG	-
TRINITY_DN353_c0_g1	ANG	-
TRINITY_DN35403_c0_g1	ANG	-
TRINITY_DN35405_c0_g1	species-specific	-
TRINITY_DN35406_c0_g1	ANG	-
TRINITY_DN35408_c0_g1	species-specific	-
TRINITY_DN35408_c1_g3	species-specific	-
TRINITY_DN3540_c0_g1	SPE	-
TRINITY_DN35414_c0_g1	species-specific	-
TRINITY_DN3541_c0_g1	ANG	-
TRINITY_DN35424_c0_g1	species-specific	-
TRINITY_DN3542_c0_g1	SPE	-
TRINITY_DN35435_c0_g1	ANG	-
TRINITY_DN35435_c0_g2	ANG	-
TRINITY_DN35438_c0_g3	ANG	-
TRINITY_DN3543_c0_g1	ANG	-
TRINITY_DN35441_c0_g1	species-specific	-
TRINITY_DN35447_c0_g1	species-specific	-
TRINITY_DN35448_c0_g1	ANG	-
TRINITY_DN3544_c0_g1	ANG	-
TRINITY_DN3544_c1_g1	ANG	-
TRINITY_DN3544_c2_g1	ANG	-
TRINITY_DN35450_c0_g1	species-specific	-
TRINITY_DN35459_c0_g1	species-specific	-
TRINITY_DN3545_c0_g1	ANG	-
TRINITY_DN3545_c0_g2	ANG	-
TRINITY_DN35463_c0_g1	species-specific	-
TRINITY_DN35468_c0_g1	ANG	-
TRINITY_DN3546_c0_g1	ANG	-
TRINITY_DN35470_c0_g1	ANG	-
TRINITY_DN35470_c0_g2	ANG	-
TRINITY_DN35475_c0_g1	EUD	-
TRINITY_DN35477_c0_g1	species-specific	-
TRINITY_DN35479_c0_g1	ANG	-
TRINITY_DN3547_c0_g1	PAP	-
TRINITY_DN35482_c0_g1	PAP	-
TRINITY_DN35484_c0_g1	species-specific	-
TRINITY_DN35485_c0_g1	species-specific	-
TRINITY_DN35488_c0_g1	PAP	-
TRINITY_DN35492_c0_g1	species-specific	-
TRINITY_DN35498_c0_g1	species-specific	-
TRINITY_DN3549_c0_g1	SPE	-
TRINITY_DN354_c0_g1	ANG	-
TRINITY_DN35503_c0_g1	PAP	-
TRINITY_DN35504_c0_g1	ANG	-
TRINITY_DN35509_c0_g1	species-specific	-
TRINITY_DN3550_c0_g1	ANG	-
TRINITY_DN35510_c1_g3	species-specific	-
TRINITY_DN35519_c0_g1	PAP	-
TRINITY_DN35522_c0_g2	species-specific	-
TRINITY_DN35524_c0_g2	species-specific	-
TRINITY_DN35524_c0_g5	species-specific	-
TRINITY_DN35526_c0_g1	ANG	-
TRINITY_DN35527_c0_g1	EUD	-
TRINITY_DN35528_c0_g2	species-specific	-
TRINITY_DN3552_c0_g1	SPE	-
TRINITY_DN3552_c1_g1	ANG	-
TRINITY_DN3552_c1_g2	ANG	-
TRINITY_DN35530_c2_g1	ANG	-
TRINITY_DN35537_c0_g1	PAP	-
TRINITY_DN35538_c0_g1	ANG	-
TRINITY_DN35538_c0_g2	ANG	-
TRINITY_DN35539_c0_g1	species-specific	-
TRINITY_DN3553_c1_g1	ANG	-
TRINITY_DN3554_c0_g1	EUD	-
TRINITY_DN35557_c0_g1	ANG	-
TRINITY_DN3555_c0_g1	ANG	-
TRINITY_DN3555_c0_g2	ANG	-
TRINITY_DN3555_c0_g3	ANG	-
TRINITY_DN3555_c1_g1	ANG	-
TRINITY_DN35566_c0_g1	species-specific	-
TRINITY_DN35571_c0_g1	ANG	-
TRINITY_DN35571_c1_g1	ANG	-
TRINITY_DN35574_c0_g1	species-specific	-
TRINITY_DN35575_c0_g1	species-specific	-
TRINITY_DN35578_c0_g1	ANG	-
TRINITY_DN35578_c0_g2	ANG	-
